"","ec5_parent_uuid","ec5_uuid","created_at.tree","uploaded_at.tree","title.tree","Quarter","Distance_SamplePoint","Tree_Sp","Tag","lat_GPS_Location_tree","long_GPS_Location_tree","accuracy_GPS_Location_tree","UTM_Northing_GPS_Location_tree","UTM_Easting_GPS_Location_tree","UTM_Zone_GPS_Location_tree","Picture_ID","created_at.transect","uploaded_at.transect","title.transect","Group","Date","Woodland","Transect","Sampling_point","lat_Point_GPS","long_Point_GPS","accuracy_Point_GPS","UTM_Northing_Point_GPS","UTM_Easting_Point_GPS","UTM_Zone_Point_GPS","Precentage_cover","Species_number","Max_height","Dominant_sp","Quadrat_photo"
"19","0c19029f-8226-475a-b4cb-c249d32289b0","6f037f3d-abb2-4525-9318-926453f30721","2025-10-06T12:14:44.000Z","2025-10-06T14:06:52.000Z","QIII","QIII",7,"Ilex sp. (Holly)",NA,51.414388,-0.650755,3,5698526,663362,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6f037f3d-abb2-4525-9318-926453f30721_1759752792.jpg","2025-10-06T11:48:44.000Z","2025-10-06T14:06:41.000Z","6 T1 P1","6","06/10/2025","Farm wood","T1","P1",51.414432,-0.650753,8,5698531,663362,"30U",100,2,38,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0c19029f-8226-475a-b4cb-c249d32289b0_1759751234.jpg"
"20","0c19029f-8226-475a-b4cb-c249d32289b0","daf52678-8a23-4e8a-8668-55497d23f3e9","2025-10-06T11:54:38.000Z","2025-10-06T14:06:48.000Z","QI","QI",4,"Quercus robur (Pedunculated Oak)",22,51.413976,-0.651407,28,5698479,663318,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=daf52678-8a23-4e8a-8668-55497d23f3e9_1759751610.jpg","2025-10-06T11:48:44.000Z","2025-10-06T14:06:41.000Z","6 T1 P1","6","06/10/2025","Farm wood","T1","P1",51.414432,-0.650753,8,5698531,663362,"30U",100,2,38,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0c19029f-8226-475a-b4cb-c249d32289b0_1759751234.jpg"
"21","0c19029f-8226-475a-b4cb-c249d32289b0","746cc2bd-27db-49d6-9c8e-6244e50dd040","2025-10-06T12:09:15.000Z","2025-10-06T14:06:43.000Z","QII","QII",6.02,"Quercus robur (Pedunculated Oak)",1959,51.414338,-0.650588,10,5698521,663374,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=746cc2bd-27db-49d6-9c8e-6244e50dd040_1759752553.jpg","2025-10-06T11:48:44.000Z","2025-10-06T14:06:41.000Z","6 T1 P1","6","06/10/2025","Farm wood","T1","P1",51.414432,-0.650753,8,5698531,663362,"30U",100,2,38,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0c19029f-8226-475a-b4cb-c249d32289b0_1759751234.jpg"
"22","0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2","6aaae57a-c7be-4d16-a07a-a924250ac5c3","2025-10-06T13:18:28.000Z","2025-10-06T15:04:28.000Z","QIV","QIV",3.7,"Betula pendula (Silver Birch)",NA,51.414805,-0.650338,4,5698573,663390,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=6aaae57a-c7be-4d16-a07a-a924250ac5c3_1759756706.jpg","2025-10-06T13:12:54.000Z","2025-10-06T15:04:26.000Z","6 T1 P5","6","06/10/2025","Farm wood","T1","P5",51.414766,-0.650415,5,5698569,663385,"30U",95,1,23,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2_1759756364.jpg"
"23","0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2","af553841-f2a6-4dd6-8e16-2139adcc325a","2025-10-06T13:15:46.000Z","2025-10-06T14:08:13.000Z","QII","QII",6,"",NA,51.414714,-0.650345,4,5698563,663390,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=af553841-f2a6-4dd6-8e16-2139adcc325a_1759756544.jpg","2025-10-06T13:12:54.000Z","2025-10-06T15:04:26.000Z","6 T1 P5","6","06/10/2025","Farm wood","T1","P5",51.414766,-0.650415,5,5698569,663385,"30U",95,1,23,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2_1759756364.jpg"
"24","0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2","ff1a31d5-bd87-4142-bb6d-a284e480816c","2025-10-06T13:13:47.000Z","2025-10-06T14:08:09.000Z","QI","QI",3.1,"Betula pendula (Silver Birch)",NA,51.414795,-0.65035,4,5698572,663389,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=ff1a31d5-bd87-4142-bb6d-a284e480816c_1759756420.jpg","2025-10-06T13:12:54.000Z","2025-10-06T15:04:26.000Z","6 T1 P5","6","06/10/2025","Farm wood","T1","P5",51.414766,-0.650415,5,5698569,663385,"30U",95,1,23,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2_1759756364.jpg"
"25","0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2","032ce083-9022-42e1-9ca8-5ad6cda21656","2025-10-06T13:17:27.000Z","2025-10-06T15:04:31.000Z","QIII","QIII",4.14,"Quercus robur (Pedunculated Oak)",NA,51.414722,-0.650425,8,5698564,663384,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=032ce083-9022-42e1-9ca8-5ad6cda21656_1759756644.jpg","2025-10-06T13:12:54.000Z","2025-10-06T15:04:26.000Z","6 T1 P5","6","06/10/2025","Farm wood","T1","P5",51.414766,-0.650415,5,5698569,663385,"30U",95,1,23,"Grass","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=0d1e88aa-b6f7-4dc4-b644-ccd7ae5cb3e2_1759756364.jpg"
"26","10be7d42-7378-4b51-8838-524f2587013f","14a72964-f0bc-4297-8b75-d7fe0d0c8ce0","2024-10-07T13:13:11.000Z","2024-10-07T16:09:59.000Z","QIV","QIV",4.6,"Betula pendula (Silver Birch)",NA,51.409109,-0.646169,5,5697949,663700,"30U","","2024-10-07T12:52:24.000Z","2024-10-07T16:09:49.000Z","9 T1 P1","9","07/10/2024","Elms Slope","T1","P1",51.409121,-0.646181,4,5697951,663699,"30U",5,4,70,"Bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=10be7d42-7378-4b51-8838-524f2587013f_1728305527.jpg"
"27","10be7d42-7378-4b51-8838-524f2587013f","95cb2252-7f28-4800-812f-47c4d09ab1f8","2024-10-07T13:10:36.000Z","2024-10-07T16:09:57.000Z","QIII","QIII",6.1,"Betula pendula (Silver Birch)",NA,51.40915,-0.646237,5,5697954,663695,"30U","","2024-10-07T12:52:24.000Z","2024-10-07T16:09:49.000Z","9 T1 P1","9","07/10/2024","Elms Slope","T1","P1",51.409121,-0.646181,4,5697951,663699,"30U",5,4,70,"Bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=10be7d42-7378-4b51-8838-524f2587013f_1728305527.jpg"
"28","10be7d42-7378-4b51-8838-524f2587013f","3b18f27e-57a8-4498-a063-c99ced899fa8","2024-10-07T13:05:39.000Z","2024-10-07T16:09:53.000Z","QII","QII",2.8,"Acer pseudoplatanus (Sycamore)",NA,51.409097,-0.646224,5,5697948,663696,"30U","","2024-10-07T12:52:24.000Z","2024-10-07T16:09:49.000Z","9 T1 P1","9","07/10/2024","Elms Slope","T1","P1",51.409121,-0.646181,4,5697951,663699,"30U",5,4,70,"Bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=10be7d42-7378-4b51-8838-524f2587013f_1728305527.jpg"
"29","10be7d42-7378-4b51-8838-524f2587013f","a6486646-eadf-46fd-a102-9c234d3c810f","2024-10-07T12:57:27.000Z","2024-10-07T16:09:51.000Z","QI","QI",3.52,"Quercus petraea (Sessile Oak)",NA,51.409095,-0.646204,5,5697948,663698,"30U","","2024-10-07T12:52:24.000Z","2024-10-07T16:09:49.000Z","9 T1 P1","9","07/10/2024","Elms Slope","T1","P1",51.409121,-0.646181,4,5697951,663699,"30U",5,4,70,"Bracken","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=10be7d42-7378-4b51-8838-524f2587013f_1728305527.jpg"
"30","1283875d-fc82-4fc7-97ec-3ba60530c052","b5bdcd8f-b623-40cb-bc93-5bffba362c44","2025-10-06T14:32:16.000Z","2025-10-06T16:30:36.000Z","QII","QII",0.77,"Betula pendula (Silver Birch)",NA,51.41444,-0.645332,27,5698544,663739,"30U","","2025-10-06T13:54:39.000Z","2025-10-06T16:30:31.000Z","3 T1 P4","3","06/10/2025","Nash's Copse","T1","P4",51.414399,-0.645261,18,5698540,663744,"30U",3,2,4,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1283875d-fc82-4fc7-97ec-3ba60530c052_1759758868.jpg"
"31","1283875d-fc82-4fc7-97ec-3ba60530c052","a6401411-9d1e-4ac5-bd61-fb269be35d2c","2025-10-06T14:39:39.000Z","2025-10-06T16:30:42.000Z","QIV","QIV",2,"Betula pendula (Silver Birch)",NA,51.41443,-0.645246,12,5698543,663745,"30U","","2025-10-06T13:54:39.000Z","2025-10-06T16:30:31.000Z","3 T1 P4","3","06/10/2025","Nash's Copse","T1","P4",51.414399,-0.645261,18,5698540,663744,"30U",3,2,4,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1283875d-fc82-4fc7-97ec-3ba60530c052_1759758868.jpg"
"32","1283875d-fc82-4fc7-97ec-3ba60530c052","5539e5ba-0c16-416d-8c83-2cb5b0f2db18","2025-10-06T14:35:48.000Z","2025-10-06T16:30:39.000Z","QIII","QIII",2.6,"Betula pendula (Silver Birch)",NA,51.414475,-0.645281,24,5698548,663743,"30U","","2025-10-06T13:54:39.000Z","2025-10-06T16:30:31.000Z","3 T1 P4","3","06/10/2025","Nash's Copse","T1","P4",51.414399,-0.645261,18,5698540,663744,"30U",3,2,4,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1283875d-fc82-4fc7-97ec-3ba60530c052_1759758868.jpg"
"33","1283875d-fc82-4fc7-97ec-3ba60530c052","e54ed2f3-35dc-4f85-a1fc-3e98c47d6aa8","2025-10-06T14:29:40.000Z","2025-10-06T16:30:32.000Z","QI","QI",2.6,"Betula pendula (Silver Birch)",NA,51.414361,-0.645178,20,5698536,663750,"30U","","2025-10-06T13:54:39.000Z","2025-10-06T16:30:31.000Z","3 T1 P4","3","06/10/2025","Nash's Copse","T1","P4",51.414399,-0.645261,18,5698540,663744,"30U",3,2,4,"moss","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=1283875d-fc82-4fc7-97ec-3ba60530c052_1759758868.jpg"
"34","12a74366-c06d-4c33-8c84-1c904754b0fc","c0081d80-a458-11f0-b330-e1f6db5c69eb","2025-10-08T15:09:13.000Z","2025-10-08T15:20:23.000Z","QIV","QIV",4.69,"Acer pseudoplatanus (Sycamore)",NA,51.40806,-0.64504,4,5697835,663782,"30U","","2025-10-08T13:55:25.000Z","2025-10-08T14:13:21.000Z","7 T1 P3","7","06/10/2025","Elms Slope","T1","P3",51.4076,-0.65504,4,5697762,663088,"30U",4,4,20,"Common nettle","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=12a74366-c06d-4c33-8c84-1c904754b0fc_1759931721.jpg"
"35","12a74366-c06d-4c33-8c84-1c904754b0fc","b0b032a0-a458-11f0-b330-e1f6db5c69eb","2025-10-08T15:08:47.000Z","2025-10-08T15:09:12.000Z","QII","QII",1.34,"Quercus robur (Pedunculated Oak)",1230,51.40807,-0.645,4,5697836,663785,"30U","","2025-10-08T13:55:25.000Z","2025-10-08T14:13:21.000Z","7 T1 P3","7","06/10/2025","Elms Slope","T1","P3",51.4076,-0.65504,4,5697762,663088,"30U",4,4,20,"Common nettle","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=12a74366-c06d-4c33-8c84-1c904754b0fc_1759931721.jpg"
"36","12a74366-c06d-4c33-8c84-1c904754b0fc","9b792310-a458-11f0-b330-e1f6db5c69eb","2025-10-08T15:08:12.000Z","2025-10-08T15:08:46.000Z","QI","QI",8.84,"Quercus robur (Pedunculated Oak)",1231,51.40811,-0.645,4,5697841,663785,"30U","","2025-10-08T13:55:25.000Z","2025-10-08T14:13:21.000Z","7 T1 P3","7","06/10/2025","Elms Slope","T1","P3",51.4076,-0.65504,4,5697762,663088,"30U",4,4,20,"Common nettle","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=12a74366-c06d-4c33-8c84-1c904754b0fc_1759931721.jpg"
"37","176494b3-61f1-4da7-8148-4f65bc5eeab5","5d9de542-9950-40eb-96b7-2bf9285bee65","2024-10-07T14:00:41.000Z","2024-10-07T14:59:26.000Z","QIV","QIV",11.1,"Quercus robur (Pedunculated Oak)",2399,51.412032,-0.640791,4,5698286,664063,"30U","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=5d9de542-9950-40eb-96b7-2bf9285bee65_1728309585.jpg","2024-10-07T13:48:12.000Z","2024-10-07T14:59:18.000Z","1 T1 P3","1","07/10/2024","Merten's Acres","T1","P3",51.411773,-0.640816,4,5698258,664063,"30U",35,1,46,"Bramble","https://five.epicollect.net/api/media/silwood-masters-woodland-survey?type=photo&format=entry_original&name=176494b3-61f1-4da7-8148-4f65bc5eeab5_1728308872.jpg"
